%DAWG J2 VIIRS RSR Release V1 Band M11
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M11      6     0      5900.9400000        0.0000001        0.0018138     0.090     1     4402794
M11      6     0      5966.0850000        0.0000008       -0.0255762     0.090     1     4402794
M11      6     0      6031.0200000       -0.0000002        0.0167167     0.090     1     4402794
M11      6     0      6096.0700000        0.0000000        0.0029216     0.090     1     4402794
M11      6     0      6161.0100000        0.0000002       -0.0291540     0.090     1     4402794
M11      6     0      6226.0450000       -0.0000000        0.0182096     0.090     1     4402794
M11      6     0      6290.9400000        0.0000005        0.0240496     0.090     1     4402794
M11      6     0      6356.0150000       -0.0000001       -0.0210991     0.090     1     4402794
M11      6     0      6421.0200000       -0.0000000        0.0448970     0.090     1     4402794
M11      6     0      6486.0200000        0.0000005        0.0021802     0.090     1     4402794
M11      6     0      6551.0300000        0.0000000        0.0118631     0.090     1     4402794
M11      6     0      6616.0000000        0.0000003        0.0162730     0.090     1     4402794
M11      6     0      6680.9600000       -0.0000004        0.0196205     0.090     1     4402794
M11      6     0      6745.9250000       -0.0000003        0.0268758     0.090     1     4402794
M11      6     0      6811.0300000        0.0000004        0.0104875     0.090     1     4402794
M11      6     0      6876.0600000       -0.0000002        0.0092564     0.090     1     4402794
M11      6     0      6940.9300000        0.0000002        0.0102999     0.090     1     4402794
M11      6     0      7006.0000000        0.0000003        0.0435431     0.090     1     4402794
M11      6     0      7070.9950000       -0.0000007       -0.0255876     0.090     1     4402794
M11      6     0      7136.0350000       -0.0000004        0.0408159     0.090     1     4402794
M11      6     0      7200.9350000        0.0000004       -0.0208285     0.090     1     4402794
M11      7     0       993.9855000        0.0000001        0.0069676     0.060     1     4402647.0
M11      7     0      1008.9950000       -0.0000004       -0.0038956     0.060     1     4402647.0
M11      7     0      1024.0100000       -0.0000000        0.0134267     0.060     1     4402647.0
M11      7     0      1039.0100000       -0.0000001        0.0100664     0.060     1     4402647.0
M11      7     0      1053.9800000       -0.0000000        0.0124772     0.060     1     4402647.0
M11      7     0      1069.0150000       -0.0000001       -0.0125051     0.060     1     4402647.0
M11      7     0      1083.9950000       -0.0000003        0.0189875     0.060     1     4402647.0
M11      7     0      1098.9950000       -0.0000002        0.0539139     0.060     1     4402647.0
M11      7     0      1114.0150000        0.0000002        0.0110342     0.060     1     4402647.0
M11      7     0      1129.0150000        0.0000001       -0.0146100     0.060     1     4402647.0
M11      7     0      1144.0100000       -0.0000001        0.0202863     0.060     1     4402647.0
M11      7     0      1158.9950000        0.0000001       -0.0066917     0.060     1     4402647.0
M11      7     0      1173.9800000        0.0000002        0.0110213     0.060     1     4402647.0
M11      7     0      1189.0100000        0.0000002       -0.0196970     0.060     1     4402647.0
M11      7     0      1204.0150000        0.0000005        0.0346722     0.060     1     4402648
M11      7     0      1219.0100000       -0.0000002        0.0086014     0.060     1     4402648
M11      7     0      1234.0000000        0.0000004        0.0028764     0.060     1     4402648
M11      7     0      1249.0150000        0.0000002        0.0413330     0.060     1     4402648
M11      7     0      1263.9800000        0.0000002        0.0028447     0.060     1     4402648
M11      7     0      1279.0100000       -0.0000001        0.0086160     0.060     1     4402648
M11      7     0      1293.9950000       -0.0000003       -0.0173263     0.060     1     4402648
M11      7     0      1309.0050000       -0.0000000       -0.0072971     0.060     1     4402648
M11      7     0      1324.0150000        0.0000003        0.0210071     0.060     1     4402648
M11      7     0      1338.9850000        0.0000002        0.0126622     0.060     1     4402648
M11      7     0      1354.0150000       -0.0000003        0.0004955     0.060     1     4402648
M11      7     0      1368.9900000       -0.0000002        0.0008543     0.060     1     4402648
M11      7     0      1383.9950000        0.0000000        0.0311072     0.060     1     4402648
M11      7     0      1399.0100000       -0.0000003        0.0121353     0.060     1     4402648
M11      7     0      1413.9850000        0.0000002       -0.0031812     0.060     1     4402648
M11      7     0      1429.0000000        0.0000004        0.0311498     0.060     1     4402648
M11      7     0      1443.9900000        0.0000003        0.0104093     0.060     1     4402648
M11      7     0      1458.9900000        0.0000002        0.0169235     0.060     1     4402648
M11      7     0      1474.0150000        0.0000004        0.0232054     0.060     1     4402648
M11      7     0      1488.9800000        0.0000003        0.0115810     0.060     1     4402648
M11      7     0      1503.9950000        0.0000006        0.0293802     0.060     1     4402648
M11      7     0      1519.0050000        0.0000003       -0.0082687     0.060     1     4402648
M11      7     0      1534.0150000        0.0000002        0.0179795     0.060     1     4402648
M11      7     0      1549.0000000        0.0000005        0.0371603     0.060     1     4402648
M11      7     0      1564.0000000        0.0000009        0.0498897     0.060     1     4402648
M11      7     0      1579.0000000        0.0000001        0.0834440     0.060     0     4402648
M11      7     0      1594.0000000        0.0000002        0.1150421     0.060     0     4402648
M11      7     0      1609.0050000        0.0000003        0.2307501     0.060     0     4402648
M11      7     0      1623.9950000        0.0000003        0.1596264     0.060     0     4402648
M11      7     0      1639.0100000        0.0000002        0.1554028     0.060     0     4402648
M11      7     0      1654.0150000        0.0000001        0.0872241     0.060     0     4402648
M11      7     0      1668.9950000        0.0000001        0.0772322     0.060     0     4402648
M11      7     0      1684.0050000        0.0000003        0.0288195     0.060     1     4402648
M11      7     0      1699.0000000        0.0000002        0.0117995     0.060     1     4402648
M11      7     0      1713.9950000        0.0000002        0.0221987     0.060     1     4402648
M11      7     0      1729.0100000        0.0000004        0.0218765     0.060     1     4402648
M11      7     0      1744.0000000        0.0000002        0.0160942     0.060     1     4402648
M11      7     0      1758.9850000       -0.0000001        0.0180015     0.060     1     4402648
M11      7     0      1773.9850000        0.0000002        0.0111442     0.060     1     4402648
M11      7     0      1789.0000000        0.0000005        0.0059460     0.060     1     4402648
M11      7     0      1804.0100000        0.0000001        0.0399191     0.060     1     4402648
M11      7     0      1818.9950000       -0.0000000       -0.0091198     0.060     1     4402648
M11      7     0      1833.9850000        0.0000001        0.0014388     0.060     1     4402648
M11      7     0      1849.0100000       -0.0000002        0.0176538     0.060     1     4402648
M11      7     0      1863.9950000       -0.0000002       -0.0010627     0.060     1     4402648
M11      7     0      1879.0000000        0.0000003        0.0008236     0.060     1     4402648
M11      7     0      1894.0050000        0.0000001        0.0061558     0.060     1     4402648
M11      7     0      1908.9850000       -0.0000002       -0.0143499     0.060     1     4402648
M11      7     0      1923.9800000        0.0000003       -0.0019573     0.060     1     4402648
M11      7     0      1939.0000000        0.0000003        0.0127407     0.060     1     4402648
M11      7     0      1954.0000000        0.0000001       -0.0071265     0.060     1     4402648
